association,score,general_aspect,review_text,hotel,location,review_rating
pequeno almoco muito boa,4,comida,"Hotel muito bom, staff simpatico, o quarto muito acolhedor, o pequeno almoco de muita boa qualidade para 4*, a vista para o atlantico no topo da falesia, localizacao maravilhosa. Recomendo vivamente. . . . . . . ",PortoBay Falesia,Distrito de Faro,5
qualidade boa,3,instalacoes|outros,"Hotel muito bom, staff simpatico, o quarto muito acolhedor, o pequeno almoco de muita boa qualidade para 4*, a vista para o atlantico no topo da falesia, localizacao maravilhosa. Recomendo vivamente. . . . . . . ",PortoBay Falesia,Distrito de Faro,5
localizacao maravilhosa,5,localizacao,"Hotel muito bom, staff simpatico, o quarto muito acolhedor, o pequeno almoco de muita boa qualidade para 4*, a vista para o atlantico no topo da falesia, localizacao maravilhosa. Recomendo vivamente. . . . . . . ",PortoBay Falesia,Distrito de Faro,5
hotel excelente,5,hotel,Voltamos ao hotel agora no mes de junho/2016. A primeira impressao que tivemos de hotel excelente se confirmou. Novamente fomos atendidos de forma simpatica e o servico permanece impecavel. Sem duvida um hotel para ficar em Lisboa. ,Hotel Avenida Palace,Distrito de Lisboa,5
forma simpatica,3,outros,Voltamos ao hotel agora no mes de junho/2016. A primeira impressao que tivemos de hotel excelente se confirmou. Novamente fomos atendidos de forma simpatica e o servico permanece impecavel. Sem duvida um hotel para ficar em Lisboa. ,Hotel Avenida Palace,Distrito de Lisboa,5
servico impecavel,3,outros,Voltamos ao hotel agora no mes de junho/2016. A primeira impressao que tivemos de hotel excelente se confirmou. Novamente fomos atendidos de forma simpatica e o servico permanece impecavel. Sem duvida um hotel para ficar em Lisboa. ,Hotel Avenida Palace,Distrito de Lisboa,5
praca proximo,3,zona,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
hotel maravilhoso,5,hotel,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
quartos bons,4,instalacoes,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
roupas qualidade otima,4,equipamento|outros,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
toalhas qualidade otima,4,equipamento,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
qualidade otima,5,instalacoes|outros,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
salao lindo,4,instalacoes,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
escadas belissimas,5,instalacoes,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
restaurante proximo,3,comida,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
salao proximo,3,instalacoes,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
salao bonitos,4,instalacoes,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
restaurante bonitos,4,comida,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
cafe da manha excelente,5,comida,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
cafe da manha completo,3,comida,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
variedade excelente,5,outros,"Junto a praca restauradores bem proximo ao Rossio, este classico hotel e maravilhoso. Os quartos sao bons, roupas de cama e toalhas de otima qualidade, Ao se passar pela porta principal, nos deparamos com um lindo salao . Para qualquer direco que se olhe, incluindo o piso e o teto, nos deparamos com o bom gosto. Vale a pena descer as belissimas escadas do hotel. O restaurante e um salao proximo sao muito bonitos. O cafe da manha e excelente, completo com muita variedade. O staff do hotel e nota 10! Vale a pena se hospedar neste hotel. ",Hotel Avenida Palace,Distrito de Lisboa,5
hotel horror,1,hotel,"Fiquei hospedada no hotel, a trabalho e foi um horror. O wifi nao funciona bem, logo, tive que rotear sinal do meu celular para conseguir finalizar um projeto. Ao ligar para a recepcao, uma moca de modo extremamente grosseiro, disse para eu tentar conectar apos 30 min. Como se nao bastasse, comecaram a fazer uma obra no quarto ao lado do meu por volta de 1h da manha e ainda me ligaram pedindo para eu abrir a porta. Pedi um salmao com vegetais no quarto e pasmem. . . os vegetais eram uma cebola roxa enorme, cozida, picada em rodelas. Sem contar que o ar condicionado faz barulho a noite inteira, parecendo que vai quebrar. No check out ainda queriam me cobrar coisas que ja tinham sido pagas, porque o que se paga em dinheiro nao e lancado e te cobram de novo. ",Americas Barra Hotel,Rio de Janeiro,1
wifi nao funciona,2,equipamento,"Fiquei hospedada no hotel, a trabalho e foi um horror. O wifi nao funciona bem, logo, tive que rotear sinal do meu celular para conseguir finalizar um projeto. Ao ligar para a recepcao, uma moca de modo extremamente grosseiro, disse para eu tentar conectar apos 30 min. Como se nao bastasse, comecaram a fazer uma obra no quarto ao lado do meu por volta de 1h da manha e ainda me ligaram pedindo para eu abrir a porta. Pedi um salmao com vegetais no quarto e pasmem. . . os vegetais eram uma cebola roxa enorme, cozida, picada em rodelas. Sem contar que o ar condicionado faz barulho a noite inteira, parecendo que vai quebrar. No check out ainda queriam me cobrar coisas que ja tinham sido pagas, porque o que se paga em dinheiro nao e lancado e te cobram de novo. ",Americas Barra Hotel,Rio de Janeiro,1
modo grosseiro,2,servico|outros,"Fiquei hospedada no hotel, a trabalho e foi um horror. O wifi nao funciona bem, logo, tive que rotear sinal do meu celular para conseguir finalizar um projeto. Ao ligar para a recepcao, uma moca de modo extremamente grosseiro, disse para eu tentar conectar apos 30 min. Como se nao bastasse, comecaram a fazer uma obra no quarto ao lado do meu por volta de 1h da manha e ainda me ligaram pedindo para eu abrir a porta. Pedi um salmao com vegetais no quarto e pasmem. . . os vegetais eram uma cebola roxa enorme, cozida, picada em rodelas. Sem contar que o ar condicionado faz barulho a noite inteira, parecendo que vai quebrar. No check out ainda queriam me cobrar coisas que ja tinham sido pagas, porque o que se paga em dinheiro nao e lancado e te cobram de novo. ",Americas Barra Hotel,Rio de Janeiro,1
localizacao muito boa,5,localizacao,"O hotel tem uma localizacao muita boa e as suas acomodacoes tambem sao boas. No entanto, o servico do pessoal e muito ruim. Atendentes, em sua grande maioria, extremamente sem educacao e sem paciencia. Ficamos sem agua quente no chuveiro. Nao havia toalhas na quantidade correta. Em resumo, nao vale a pena em face do pessimo atendimento. ",Americas Barra Hotel,Rio de Janeiro,1
acomodacoes boas,4,instalacoes,"O hotel tem uma localizacao muita boa e as suas acomodacoes tambem sao boas. No entanto, o servico do pessoal e muito ruim. Atendentes, em sua grande maioria, extremamente sem educacao e sem paciencia. Ficamos sem agua quente no chuveiro. Nao havia toalhas na quantidade correta. Em resumo, nao vale a pena em face do pessimo atendimento. ",Americas Barra Hotel,Rio de Janeiro,1
servico muito ruim,1,servico,"O hotel tem uma localizacao muita boa e as suas acomodacoes tambem sao boas. No entanto, o servico do pessoal e muito ruim. Atendentes, em sua grande maioria, extremamente sem educacao e sem paciencia. Ficamos sem agua quente no chuveiro. Nao havia toalhas na quantidade correta. Em resumo, nao vale a pena em face do pessimo atendimento. ",Americas Barra Hotel,Rio de Janeiro,1
atendentes sem educacao,2,servico,"O hotel tem uma localizacao muita boa e as suas acomodacoes tambem sao boas. No entanto, o servico do pessoal e muito ruim. Atendentes, em sua grande maioria, extremamente sem educacao e sem paciencia. Ficamos sem agua quente no chuveiro. Nao havia toalhas na quantidade correta. Em resumo, nao vale a pena em face do pessimo atendimento. ",Americas Barra Hotel,Rio de Janeiro,1
atendentes sem paciencia,2,servico,"O hotel tem uma localizacao muita boa e as suas acomodacoes tambem sao boas. No entanto, o servico do pessoal e muito ruim. Atendentes, em sua grande maioria, extremamente sem educacao e sem paciencia. Ficamos sem agua quente no chuveiro. Nao havia toalhas na quantidade correta. Em resumo, nao vale a pena em face do pessimo atendimento. ",Americas Barra Hotel,Rio de Janeiro,1
agua sem quente,2,comida|outros,"O hotel tem uma localizacao muita boa e as suas acomodacoes tambem sao boas. No entanto, o servico do pessoal e muito ruim. Atendentes, em sua grande maioria, extremamente sem educacao e sem paciencia. Ficamos sem agua quente no chuveiro. Nao havia toalhas na quantidade correta. Em resumo, nao vale a pena em face do pessimo atendimento. ",Americas Barra Hotel,Rio de Janeiro,1
atendimento pessimo,1,servico,"O hotel tem uma localizacao muita boa e as suas acomodacoes tambem sao boas. No entanto, o servico do pessoal e muito ruim. Atendentes, em sua grande maioria, extremamente sem educacao e sem paciencia. Ficamos sem agua quente no chuveiro. Nao havia toalhas na quantidade correta. Em resumo, nao vale a pena em face do pessimo atendimento. ",Americas Barra Hotel,Rio de Janeiro,1
elevador demora,2,instalacoes,"Me hospedei neste hotel do dia 30/12 ao dia 01/01/17 e apesar de ser um hotel novo nada funciona. Ar condicionado nao gela, chove dentro do quarto, elevador demora um seculo para chegar, cafe da manha nao tem comida, pratos ou talheres. No site consta que tem estacionamento porem e um estacionamento minusculo que depende da disponibilidade de vaga. O atendimento e pessimo. Estivemos num periodo muito cheio porem o hotel nao se preparou para isso! ! ! ",Americas Barra Hotel,Rio de Janeiro,1
estacionamento minusculo,2,instalacoes,"Me hospedei neste hotel do dia 30/12 ao dia 01/01/17 e apesar de ser um hotel novo nada funciona. Ar condicionado nao gela, chove dentro do quarto, elevador demora um seculo para chegar, cafe da manha nao tem comida, pratos ou talheres. No site consta que tem estacionamento porem e um estacionamento minusculo que depende da disponibilidade de vaga. O atendimento e pessimo. Estivemos num periodo muito cheio porem o hotel nao se preparou para isso! ! ! ",Americas Barra Hotel,Rio de Janeiro,1
disponibilidade vaga,3,servico,"Me hospedei neste hotel do dia 30/12 ao dia 01/01/17 e apesar de ser um hotel novo nada funciona. Ar condicionado nao gela, chove dentro do quarto, elevador demora um seculo para chegar, cafe da manha nao tem comida, pratos ou talheres. No site consta que tem estacionamento porem e um estacionamento minusculo que depende da disponibilidade de vaga. O atendimento e pessimo. Estivemos num periodo muito cheio porem o hotel nao se preparou para isso! ! ! ",Americas Barra Hotel,Rio de Janeiro,1
atendimento pessimo,1,servico,"Me hospedei neste hotel do dia 30/12 ao dia 01/01/17 e apesar de ser um hotel novo nada funciona. Ar condicionado nao gela, chove dentro do quarto, elevador demora um seculo para chegar, cafe da manha nao tem comida, pratos ou talheres. No site consta que tem estacionamento porem e um estacionamento minusculo que depende da disponibilidade de vaga. O atendimento e pessimo. Estivemos num periodo muito cheio porem o hotel nao se preparou para isso! ! ! ",Americas Barra Hotel,Rio de Janeiro,1
servico horrivel,1,servico,"Dizem que fica a 1,5km do parque olimpico mas so se for numa linha aerea. Servico horrivel: funcionarios despreparados, quarto sem toalha, piscina sem toalha, jacuzzi desligada. Os quartos que dao para a avenida sao totalmente barulhentos, nao tem janela anti-ruido. ",Americas Barra Hotel,Rio de Janeiro,3
funcionarios despreparados,2,servico,"Dizem que fica a 1,5km do parque olimpico mas so se for numa linha aerea. Servico horrivel: funcionarios despreparados, quarto sem toalha, piscina sem toalha, jacuzzi desligada. Os quartos que dao para a avenida sao totalmente barulhentos, nao tem janela anti-ruido. ",Americas Barra Hotel,Rio de Janeiro,3
jacuzzi desligada,3,instalacoes,"Dizem que fica a 1,5km do parque olimpico mas so se for numa linha aerea. Servico horrivel: funcionarios despreparados, quarto sem toalha, piscina sem toalha, jacuzzi desligada. Os quartos que dao para a avenida sao totalmente barulhentos, nao tem janela anti-ruido. ",Americas Barra Hotel,Rio de Janeiro,3
quartos barulhentos,3,instalacoes,"Dizem que fica a 1,5km do parque olimpico mas so se for numa linha aerea. Servico horrivel: funcionarios despreparados, quarto sem toalha, piscina sem toalha, jacuzzi desligada. Os quartos que dao para a avenida sao totalmente barulhentos, nao tem janela anti-ruido. ",Americas Barra Hotel,Rio de Janeiro,3
localizado mal,2,localizacao,"O hotel encontra-se mal localizado, sem nenhum servico ou comercio vizinho. Os andares estao sempre sujos,com vazamentos das maquinas de ar condicionado,poeiras nos corredores. Os quartos sao razoaveis, entretanto nao primam pela limpeza e servicos. O quarto que eu fiquei ,a descarga nao funcionava,troquei por outro quarto onde o cofre nao funcionava. Uma pessima escolha se considerarmos a relacao de custo e beneficios. Nao recomendo a ninguem. ",Americas Barra Hotel,Rio de Janeiro,1
andares sujos,2,instalacoes,"O hotel encontra-se mal localizado, sem nenhum servico ou comercio vizinho. Os andares estao sempre sujos,com vazamentos das maquinas de ar condicionado,poeiras nos corredores. Os quartos sao razoaveis, entretanto nao primam pela limpeza e servicos. O quarto que eu fiquei ,a descarga nao funcionava,troquei por outro quarto onde o cofre nao funcionava. Uma pessima escolha se considerarmos a relacao de custo e beneficios. Nao recomendo a ninguem. ",Americas Barra Hotel,Rio de Janeiro,1
quartos razoaveis,3,instalacoes,"O hotel encontra-se mal localizado, sem nenhum servico ou comercio vizinho. Os andares estao sempre sujos,com vazamentos das maquinas de ar condicionado,poeiras nos corredores. Os quartos sao razoaveis, entretanto nao primam pela limpeza e servicos. O quarto que eu fiquei ,a descarga nao funcionava,troquei por outro quarto onde o cofre nao funcionava. Uma pessima escolha se considerarmos a relacao de custo e beneficios. Nao recomendo a ninguem. ",Americas Barra Hotel,Rio de Janeiro,1
limpeza nao primam,3,servico,"O hotel encontra-se mal localizado, sem nenhum servico ou comercio vizinho. Os andares estao sempre sujos,com vazamentos das maquinas de ar condicionado,poeiras nos corredores. Os quartos sao razoaveis, entretanto nao primam pela limpeza e servicos. O quarto que eu fiquei ,a descarga nao funcionava,troquei por outro quarto onde o cofre nao funcionava. Uma pessima escolha se considerarmos a relacao de custo e beneficios. Nao recomendo a ninguem. ",Americas Barra Hotel,Rio de Janeiro,1
servicos nao primam,3,servico,"O hotel encontra-se mal localizado, sem nenhum servico ou comercio vizinho. Os andares estao sempre sujos,com vazamentos das maquinas de ar condicionado,poeiras nos corredores. Os quartos sao razoaveis, entretanto nao primam pela limpeza e servicos. O quarto que eu fiquei ,a descarga nao funcionava,troquei por outro quarto onde o cofre nao funcionava. Uma pessima escolha se considerarmos a relacao de custo e beneficios. Nao recomendo a ninguem. ",Americas Barra Hotel,Rio de Janeiro,1
relacao de custo e beneficios pessima,3,servico,"O hotel encontra-se mal localizado, sem nenhum servico ou comercio vizinho. Os andares estao sempre sujos,com vazamentos das maquinas de ar condicionado,poeiras nos corredores. Os quartos sao razoaveis, entretanto nao primam pela limpeza e servicos. O quarto que eu fiquei ,a descarga nao funcionava,troquei por outro quarto onde o cofre nao funcionava. Uma pessima escolha se considerarmos a relacao de custo e beneficios. Nao recomendo a ninguem. ",Americas Barra Hotel,Rio de Janeiro,1
tudo impecavel,4,outros,"Escolhido em segredo para passar dois dias em Aveiro, foi uma aposta bem ganha. Tudo impecavel, desde o pessoal da rececao, passando pelo hotel em geral, o quarto onde nada faltava, nem mesmo um mimo de aniversario. Para voltar um dia, muito obrigado. ",Cale do Oiro ,Distrito de Aveiro,4
rececao impecavel,4,servico,"Escolhido em segredo para passar dois dias em Aveiro, foi uma aposta bem ganha. Tudo impecavel, desde o pessoal da rececao, passando pelo hotel em geral, o quarto onde nada faltava, nem mesmo um mimo de aniversario. Para voltar um dia, muito obrigado. ",Cale do Oiro ,Distrito de Aveiro,4
hotel impecavel,4,hotel,"Escolhido em segredo para passar dois dias em Aveiro, foi uma aposta bem ganha. Tudo impecavel, desde o pessoal da rececao, passando pelo hotel em geral, o quarto onde nada faltava, nem mesmo um mimo de aniversario. Para voltar um dia, muito obrigado. ",Cale do Oiro ,Distrito de Aveiro,4
paredes sujas,2,instalacoes,"Tres estrelas de baixa qualidade. Necessita de renovacao seja a nivel de obra e estetico. Salitres na zona do wc, paredes sujas, fios electricos de pontos luz no quartos exposto. Televisao minuscula, telefone do quarto amarelado de velho. Texteis com cheiro mas nao a lavado. Li na bruchura do hotel que tinha room service mas nao encontrei a lista. A unica zona do hotel que tem bom aspecto e a zona de refeicoes e a escada de acesso aos pisos. O Staff nao e muito falador. O lavatorio do wc sujo com bolor. E pequeno almoco fraquissimo. Nao voltarei. ",AquaHotel,Distrito de Aveiro,1
televisao minuscula,3,equipamento,"Tres estrelas de baixa qualidade. Necessita de renovacao seja a nivel de obra e estetico. Salitres na zona do wc, paredes sujas, fios electricos de pontos luz no quartos exposto. Televisao minuscula, telefone do quarto amarelado de velho. Texteis com cheiro mas nao a lavado. Li na bruchura do hotel que tinha room service mas nao encontrei a lista. A unica zona do hotel que tem bom aspecto e a zona de refeicoes e a escada de acesso aos pisos. O Staff nao e muito falador. O lavatorio do wc sujo com bolor. E pequeno almoco fraquissimo. Nao voltarei. ",AquaHotel,Distrito de Aveiro,1
telefone amarelado,2,equipamento,"Tres estrelas de baixa qualidade. Necessita de renovacao seja a nivel de obra e estetico. Salitres na zona do wc, paredes sujas, fios electricos de pontos luz no quartos exposto. Televisao minuscula, telefone do quarto amarelado de velho. Texteis com cheiro mas nao a lavado. Li na bruchura do hotel que tinha room service mas nao encontrei a lista. A unica zona do hotel que tem bom aspecto e a zona de refeicoes e a escada de acesso aos pisos. O Staff nao e muito falador. O lavatorio do wc sujo com bolor. E pequeno almoco fraquissimo. Nao voltarei. ",AquaHotel,Distrito de Aveiro,1
telefone velho,2,equipamento,"Tres estrelas de baixa qualidade. Necessita de renovacao seja a nivel de obra e estetico. Salitres na zona do wc, paredes sujas, fios electricos de pontos luz no quartos exposto. Televisao minuscula, telefone do quarto amarelado de velho. Texteis com cheiro mas nao a lavado. Li na bruchura do hotel que tinha room service mas nao encontrei a lista. A unica zona do hotel que tem bom aspecto e a zona de refeicoes e a escada de acesso aos pisos. O Staff nao e muito falador. O lavatorio do wc sujo com bolor. E pequeno almoco fraquissimo. Nao voltarei. ",AquaHotel,Distrito de Aveiro,1
aspecto bom,4,outros|decoracao,"Tres estrelas de baixa qualidade. Necessita de renovacao seja a nivel de obra e estetico. Salitres na zona do wc, paredes sujas, fios electricos de pontos luz no quartos exposto. Televisao minuscula, telefone do quarto amarelado de velho. Texteis com cheiro mas nao a lavado. Li na bruchura do hotel que tinha room service mas nao encontrei a lista. A unica zona do hotel que tem bom aspecto e a zona de refeicoes e a escada de acesso aos pisos. O Staff nao e muito falador. O lavatorio do wc sujo com bolor. E pequeno almoco fraquissimo. Nao voltarei. ",AquaHotel,Distrito de Aveiro,1
pequeno almoco fraquissimo,4,comida,"Tres estrelas de baixa qualidade. Necessita de renovacao seja a nivel de obra e estetico. Salitres na zona do wc, paredes sujas, fios electricos de pontos luz no quartos exposto. Televisao minuscula, telefone do quarto amarelado de velho. Texteis com cheiro mas nao a lavado. Li na bruchura do hotel que tinha room service mas nao encontrei a lista. A unica zona do hotel que tem bom aspecto e a zona de refeicoes e a escada de acesso aos pisos. O Staff nao e muito falador. O lavatorio do wc sujo com bolor. E pequeno almoco fraquissimo. Nao voltarei. ",AquaHotel,Distrito de Aveiro,1
wc sujo,2,instalacoes,"Tres estrelas de baixa qualidade. Necessita de renovacao seja a nivel de obra e estetico. Salitres na zona do wc, paredes sujas, fios electricos de pontos luz no quartos exposto. Televisao minuscula, telefone do quarto amarelado de velho. Texteis com cheiro mas nao a lavado. Li na bruchura do hotel que tinha room service mas nao encontrei a lista. A unica zona do hotel que tem bom aspecto e a zona de refeicoes e a escada de acesso aos pisos. O Staff nao e muito falador. O lavatorio do wc sujo com bolor. E pequeno almoco fraquissimo. Nao voltarei. ",AquaHotel,Distrito de Aveiro,1
atendimento otimo,5,servico,"Otimo atendimento! Localizacao excelente! Cafe da manha delicioso com direito a suco natural de laranja, Nespresso e Pastel de Nata! Quarto muito bem decorado e confortavel! Providenciam tickets para os passeios na cidade! Recomendo! ",Cale do Oiro ,Distrito de Aveiro,5
localizacao excelente,5,localizacao,"Otimo atendimento! Localizacao excelente! Cafe da manha delicioso com direito a suco natural de laranja, Nespresso e Pastel de Nata! Quarto muito bem decorado e confortavel! Providenciam tickets para os passeios na cidade! Recomendo! ",Cale do Oiro ,Distrito de Aveiro,5
cafe da manha delicioso,5,comida,"Otimo atendimento! Localizacao excelente! Cafe da manha delicioso com direito a suco natural de laranja, Nespresso e Pastel de Nata! Quarto muito bem decorado e confortavel! Providenciam tickets para os passeios na cidade! Recomendo! ",Cale do Oiro ,Distrito de Aveiro,5
suco direito,3,comida,"Otimo atendimento! Localizacao excelente! Cafe da manha delicioso com direito a suco natural de laranja, Nespresso e Pastel de Nata! Quarto muito bem decorado e confortavel! Providenciam tickets para os passeios na cidade! Recomendo! ",Cale do Oiro ,Distrito de Aveiro,5
suco natural,3,comida,"Otimo atendimento! Localizacao excelente! Cafe da manha delicioso com direito a suco natural de laranja, Nespresso e Pastel de Nata! Quarto muito bem decorado e confortavel! Providenciam tickets para os passeios na cidade! Recomendo! ",Cale do Oiro ,Distrito de Aveiro,5
nespresso direito,3,comida|equipamento,"Otimo atendimento! Localizacao excelente! Cafe da manha delicioso com direito a suco natural de laranja, Nespresso e Pastel de Nata! Quarto muito bem decorado e confortavel! Providenciam tickets para os passeios na cidade! Recomendo! ",Cale do Oiro ,Distrito de Aveiro,5
quarto muito bem,3,instalacoes,"Otimo atendimento! Localizacao excelente! Cafe da manha delicioso com direito a suco natural de laranja, Nespresso e Pastel de Nata! Quarto muito bem decorado e confortavel! Providenciam tickets para os passeios na cidade! Recomendo! ",Cale do Oiro ,Distrito de Aveiro,5
quarto confortavel,4,instalacoes,"Otimo atendimento! Localizacao excelente! Cafe da manha delicioso com direito a suco natural de laranja, Nespresso e Pastel de Nata! Quarto muito bem decorado e confortavel! Providenciam tickets para os passeios na cidade! Recomendo! ",Cale do Oiro ,Distrito de Aveiro,5
estadia adoramos,3,estadia,"Adoramos a nossa estadia, A paisagem envolvente e Lindissima. Gostei muito da estalagem, nao e moderna mas tudo e coerente, o edificio, a decoracao, as pessoas sao super simpaticas e profissionais. Acabamos por fazer todas as refeicoes no restaurante da estalagem que e optimo e muito em conta. Foram 3 dias tranquilos e, se pudessemos, ficavamos mais tempo. ",Hotel Estalagem da Pateira,Distrito de Aveiro,4
